('opt1','TE',1,'opt1',1,'transmission', 'coupling_length;')
(2020,5)
0.0 187370000000000.0	0.01659300000000000	-2.614226097885374	1.245627976655034e-14
0.0 187495000000000.0	0.01502800000000000	-2.451269237136787	1.245627976655034e-14
0.0 187620000000000.0	0.01333100000000000	-2.274402376388200	1.245627976655034e-14
0.0 187745000000000.0	0.01155000000000000	-2.076405515639614	1.245627976655034e-14
0.0 187870000000000.0	0.009757999999999999	-1.845138654891027	1.245627976655034e-14
0.0 187995000000000.0	0.008063000000000001	-1.560271794142441	1.245627976655034e-14
0.0 188120000000000.0	0.006651000000000000	-1.192054933393854	1.245627976655034e-14
0.0 188245000000000.0	0.005814000000000000	-0.7211280726452673	1.245627976655034e-14
0.0 188370000000000.0	0.005833000000000000	-0.1992472118966809	1.245627976655034e-14
0.0 188495000000000.0	0.006680000000000000	0.2634806488519056	1.245627976655034e-14
0.0 188619000000000.0	0.008048000000000000	0.6238037747145035	1.245627976655034e-14
0.0 188744000000000.0	0.009650000000000001	0.9038806354630899	1.245627976655034e-14
0.0 188869000000000.0	0.01131000000000000	1.132957496211677	1.245627976655034e-14
0.0 188994000000000.0	0.01292200000000000	1.330520356960263	1.245627976655034e-14
0.0 189119000000000.0	0.01442400000000000	1.508168217708850	1.245627976655034e-14
0.0 189244000000000.0	0.01577000000000000	1.672845078457436	1.245627976655034e-14
0.0 189369000000000.0	0.01692800000000000	1.828851939206023	1.245627976655034e-14
0.0 189494000000000.0	0.01787400000000000	1.979018799954609	1.245627976655034e-14
0.0 189619000000000.0	0.01859000000000000	2.125285660703196	1.245627976655034e-14
0.0 189744000000000.0	0.01906500000000000	2.269072521451783	1.245627976655034e-14
0.0 189869000000000.0	0.01929000000000000	2.411499382200369	1.245627976655034e-14
0.0 189993000000000.0	0.01926300000000000	2.553624508062967	1.245627976655034e-14
0.0 190118000000000.0	0.01898500000000000	2.696191368811554	1.245627976655034e-14
0.0 190243000000000.0	0.01846200000000000	2.840248229560140	1.245627976655034e-14
0.0 190368000000000.0	0.01770600000000000	2.986865090308727	1.245627976655034e-14
0.0 190493000000000.0	0.01673000000000000	3.137441951057313	1.245627976655034e-14
0.0 190618000000000.0	0.01555500000000000	3.293828811805900	1.245627976655034e-14
0.0 190743000000000.0	0.01420700000000000	-2.824499327445513	1.245627976655034e-14
0.0 190868000000000.0	0.01271800000000000	-2.647162466696927	1.245627976655034e-14
0.0 190993000000000.0	0.01113200000000000	-2.450965605948340	1.245627976655034e-14
0.0 191118000000000.0	0.009507000000000000	-2.225388745199754	1.245627976655034e-14
0.0 191243000000000.0	0.007937000000000000	-1.952911884451167	1.245627976655034e-14
0.0 191368000000000.0	0.006570000000000000	-1.606915023702581	1.245627976655034e-14
0.0 191492000000000.0	0.005651000000000000	-1.163009897839983	1.245627976655034e-14
0.0 191617000000000.0	0.005459000000000000	-0.6489430370913963	1.245627976655034e-14
0.0 191742000000000.0	0.006064000000000000	-0.1652561763428098	1.245627976655034e-14
0.0 191867000000000.0	0.007235000000000000	0.2227406844057768	1.245627976655034e-14
0.0 191992000000000.0	0.008691000000000001	0.5248175451543633	1.245627976655034e-14
0.0 192117000000000.0	0.01024400000000000	0.7698144059029499	1.245627976655034e-14
0.0 192242000000000.0	0.01178100000000000	0.9792712666515365	1.245627976655034e-14
0.0 192367000000000.0	0.01323300000000000	1.166398127400123	1.245627976655034e-14
0.0 192492000000000.0	0.01455400000000000	1.339144988148710	1.245627976655034e-14
0.0 192617000000000.0	0.01570900000000000	1.502441848897296	1.245627976655034e-14
0.0 192742000000000.0	0.01667300000000000	1.659518709645883	1.245627976655034e-14
0.0 192866000000000.0	0.01742700000000000	1.812683835508480	1.245627976655034e-14
0.0 192991000000000.0	0.01795800000000000	1.963440696257067	1.245627976655034e-14
0.0 193116000000000.0	0.01825800000000000	2.113197557005654	1.245627976655034e-14
0.0 193241000000000.0	0.01832300000000000	2.263104417754240	1.245627976655034e-14
0.0 193366000000000.0	0.01815300000000000	2.414301278502827	1.245627976655034e-14
0.0 193491000000000.0	0.01775500000000000	2.567998139251414	1.245627976655034e-14
0.0 193616000000000.0	0.01713900000000000	2.725585000000000	1.245627976655034e-14
0.0 193741000000000.0	0.01632100000000000	2.888811860748586	1.245627976655034e-14
0.0 193866000000000.0	0.01532500000000000	3.059988721497173	1.245627976655034e-14
0.0 193991000000000.0	0.01418000000000000	-3.040910417754240	1.245627976655034e-14
0.0 194116000000000.0	0.01292600000000000	-2.843093557005654	1.245627976655034e-14
0.0 194241000000000.0	0.01161700000000000	-2.623436696257067	1.245627976655034e-14
0.0 194365000000000.0	0.01033000000000000	-2.373291570394469	1.245627976655034e-14
0.0 194490000000000.0	0.009169999999999999	-2.082474709645883	1.245627976655034e-14
0.0 194615000000000.0	0.008279999999999999	-1.742957848897296	1.245627976655034e-14
0.0 194740000000000.0	0.007822000000000001	-1.360040988148710	1.245627976655034e-14
0.0 194865000000000.0	0.007911000000000000	-0.9616241274001232	1.245627976655034e-14
0.0 194990000000000.0	0.008536000000000000	-0.5866072666515365	1.245627976655034e-14
0.0 195115000000000.0	0.009573999999999999	-0.2579904059029499	1.245627976655034e-14
0.0 195240000000000.0	0.01086800000000000	0.02322645484563665	1.245627976655034e-14
0.0 195365000000000.0	0.01228500000000000	0.2660433155942232	1.245627976655034e-14
0.0 195490000000000.0	0.01372800000000000	0.4805601763428098	1.245627976655034e-14
0.0 195615000000000.0	0.01512600000000000	0.6749770370913963	1.245627976655034e-14
