('opt1','TE',1,'opt1',1,'transmission',2.481744470373975e-15)
(101,3)
181692000000000.0	0.04896500000000000	3.167091349347318
181943000000000.0	0.04768400000000000	-2.885117559011181
182194000000000.0	0.04556900000000000	-2.653751467369680
182444000000000.0	0.04271000000000000	-2.421009782467787
182695000000000.0	0.03922100000000000	-2.185673690826287
182945000000000.0	0.03523400000000000	-1.946002005924394
183196000000000.0	0.03089300000000000	-1.699495914282893
183447000000000.0	0.02635400000000000	-1.442089822641393
183697000000000.0	0.02178100000000000	-1.166978137739500
183948000000000.0	0.01735000000000000	-0.8619920460979991
184199000000000.0	0.01327700000000000	-0.5039359544564985
184449000000000.0	0.009870000000000000	-0.04955426955460548
184700000000000.0	0.007640000000000000	0.5557518220868951
184950000000000.0	0.007135000000000000	1.265373506988788
185201000000000.0	0.008116000000000000	1.886319598630289
185452000000000.0	0.009712999999999999	2.357395690271789
185702000000000.0	0.01133100000000000	2.732187375173682
185953000000000.0	0.01271300000000000	3.057073466815183
186203000000000.0	0.01376300000000000	-2.924820848282924
186454000000000.0	0.01446000000000000	-2.631864756641423
186705000000000.0	0.01482400000000000	-2.337048664999923
186955000000000.0	0.01490600000000000	-2.032246980098030
187206000000000.0	0.01478400000000000	-1.710860888456529
187456000000000.0	0.01457400000000000	-1.366959203554636
187707000000000.0	0.01442200000000000	-0.9972731119131356
187958000000000.0	0.01449900000000000	-0.6033870202716352
188208000000000.0	0.01496600000000000	-0.1938853353697421
188459000000000.0	0.01592900000000000	0.2174007562717585
188709000000000.0	0.01740700000000000	0.6169024411736515
188960000000000.0	0.01933700000000000	0.9964885328151522
189211000000000.0	0.02160800000000000	1.354374624456653
189461000000000.0	0.02409400000000000	1.692976309358546
189712000000000.0	0.02667400000000000	2.016062401000046
189963000000000.0	0.02924200000000000	2.327748492641547
190213000000000.0	0.03170800000000000	2.631550177543440
190464000000000.0	0.03400000000000000	2.930136269184941
190714000000000.0	0.03606300000000000	-3.057547045913167
